,CRN,Subject,Course,Section,Campus,Credit,title,Days,time,Section capacity,Section Actual,Section Remaining,Waitlist Capacity,Waitlist Actual,Waitlist Remaining,Crosslist Capacity,Crosslist Actual,Crosslist Remaining,Instructor,Data(MM/DD),Location ,Attribute,detail
1348,23010.0,DNSC,6258,DE,7,1.5,Executive Decision Making, ,TBA,48.0,42.0,6.0,0.0,0.0,0.0,0.0,0.0,0,Ernest H Forman (P),08/27-10/23,ON LINE, ,"Concepts and methods for making complex decisions in business and government; identifying objectives and alternatives, setting priorities, and making collaborative decisions."
1349,23011.0,DNSC,6259,10,1,1.5,Project Portfolio Management,R,07:10 pm-09:40 pm,31.0,21.0,10.0,999.0,0.0,999.0,0.0,0.0,0,Ernest H Forman (P),10/24-12/10,DUQUES 255, ,"Management of an organization’s portfolio of projects for the overall success of the enterprise; alignment of projects with an organizations strategy and goals and consistency with values and culture. Prerequisites: DNSC 6202 or MBAD 6221, MBAD 6222 or MBAD 6224."
135,23143.0,AMST,6709,80,COR,3,Intrpretatn-Hist House Museum,T,11:10 am-01:00 pm,7.0,7.0,0.0,0.0,0.0,0.0,15.0,7.0,8,Carol B Stapp (P),08/27-12/10,SEE DEPT, ,"Seminar integrating advanced practices of museum education with current scholarship in architectural history, material culture, and social history. Extensive use of Washington museum resources. Admission by permission of instructor. Same as EDUC 6709."
1350,23012.0,DNSC,6259,DE,7,1.5,Project Portfolio Management, ,TBA,48.0,35.0,13.0,0.0,0.0,0.0,0.0,0.0,0,Ernest H Forman (P),10/24-12/10,ON LINE, ,"Management of an organization’s portfolio of projects for the overall success of the enterprise; alignment of projects with an organizations strategy and goals and consistency with values and culture. Prerequisites: DNSC 6202 or MBAD 6221, MBAD 6222 or MBAD 6224."
1351,21798.0,DNSC,6261,10,1,3,Intro to Project & Program Mgt,R,07:10 pm-09:40 pm,48.0,42.0,6.0,999.0,0.0,999.0,0.0,0.0,0,Young Hoon Kwak (P),08/27-12/10,DUQUES 254, ,"Practical examination of how projects can be managed from start to finish, including specific emphasis on planning and controlling to avoid common pitfalls. Identifying needs, defining requirements, project costing, scheduling, resource allocation, and project politics."
1352,21800.0,DNSC,6261,DE,7,3,Intro to Project & Program Mgt, ,TBA,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Young Hoon Kwak (P),08/27-12/10,ON LINE, ,"Practical examination of how projects can be managed from start to finish, including specific emphasis on planning and controlling to avoid common pitfalls. Identifying needs, defining requirements, project costing, scheduling, resource allocation, and project politics."
1353,22465.0,DNSC,6262,10,1,3,Directed Computational ProjMgt,T,07:10 pm-09:40 pm,40.0,22.0,18.0,0.0,0.0,0.0,0.0,0.0,0,Sanjay Jain (P),08/27-12/10,DUQUES 255, ,"Practical examination of project management concepts by quantitative application using various software tools. Research in real cost data to support project calculations. Prerequisite: DNSC 6254, DNSC 6257, DNSC 6261, DNSC 6267."
1354,22237.0,DNSC,6262,DE,7,3,Directed Computational ProjMgt, ,TBA,48.0,22.0,26.0,0.0,0.0,0.0,0.0,0.0,0,Sanjay Jain (P),08/27-12/10,ON LINE, ,"Practical examination of project management concepts by quantitative application using various software tools. Research in real cost data to support project calculations. Prerequisite: DNSC 6254, DNSC 6257, DNSC 6261, DNSC 6267."
1355,21799.0,DNSC,6274,10,1,3,Statistical Modeling Analysis,M,03:30 pm-06:00 pm,32.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0,Philip W Wirtz (P),08/27-12/10,DUQUES 258,TSPPPA - Program Eval & Analys,"The process of specifying, analyzing, and testing models of human and systemic behavior. Formalization of models; statistical test comparison and selection; computer implementation of univariate, bivariate, and multivariate tests. General linear model: linear regression, analysis of variance, and analysis of covariance. Prerequisite: MBAD 6221 and MBAD 6222 ."
1356,23734.0,DNSC,6276,10,1,3,Exploratory Multivariate Data,T,04:30 pm-07:00 pm,30.0,14.0,16.0,999.0,0.0,999.0,0.0,0.0,0,Philip W Wirtz (P),08/27-12/10,DUQUES 255,TSPPPA - Program Eval & Analys,"Methods for exploratory and multivariate data analysis. Application and comparison of advanced multivariate analytical procedures. Multivariate and discriminant analysis, LISREL analysis, and canonical correlation. Prerequisite: DNSC 6274 or permission of instructor."
1357,26788.0,DNSC,6279,10,1,3,Data Mining,R,04:30 pm-07:00 pm,48.0,38.0,10.0,999.0,0.0,999.0,0.0,0.0,0,Johnston Patrick Hall (P),08/27-12/10,DUQUES 254, ,How organizations make better use of increasing amounts of collected data and convert that data into information to support managerial decision making; data mining and data analysis methods and tools for exploring and analyzing data sets; state-of-the-art software tools for developing novel applications. Prerequisite: MBAD 6224.
1358,27342.0,DNSC,6290,10,1,1.5,Digital Analytics,W,07:10 pm-09:40 pm,45.0,33.0,12.0,999.0,0.0,999.0,0.0,0.0,0,Suneel Harish Grover (P),10/24-12/10,DUQUES 258, ,Experimental offering; new course topics and teaching methods. May be repeated once for credit.
1359,23450.0,DNSC,6298,10,IR1,0.000-3.000,Directed Readings & Research, ,TBA,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Shivraj Kanungo (P),08/27-12/10,TBA, ,
136,22000.0,AMST,6710,10,SMI,3,American Material Culture,W,01:30 pm-03:30 pm,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Katherine Ott (P),08/27-12/10,SEE DEPT, ,Opportunities for research and publication based on historical objects in the collections of the Smithsonian Institution.
1360,27344.0,DNSC,6403,10,1,1.5,Visualization for Analytics,W,07:10 pm-09:40 pm,48.0,47.0,1.0,999.0,0.0,999.0,0.0,0.0,0,Suneel Harish Grover (P),08/27-10/23,DUQUES 258, ,"Use of data visualization software technology in the context of exploratory and reporting capabilities; SAS Visual Analytics/Statistics and other methodologies; various graphical approaches to preparing and visualizing data. Prerequisites: DNSC 6206; and DNSC 6202, or DNSC 6203 or MBAD 6224."
1361,26003.0,DNSC,6404,10,1,1.5,Sports Analytics,M,04:30 pm-07:00 pm,50.0,34.0,16.0,999.0,0.0,999.0,0.0,0.0,0,Scott D Lewis (P),10/24-12/10,DUQUES 652, ,"Analyzing and leveraging information throughout a sports organization; strategies for gaining competitive advantage on the field of play; player analysis; and business operations. For the prerequisites, DNSC 6206 must be taken before DNSC 6203. Prerequisites: DNSC 6206 and DNSC 6203; and DNSC 6202 or MBAD 6224."
1362,27857.0,DNSC,8393,10,1,3,Applied Stochastic Models,R,03:45 pm-06:15 pm,10.0,6.0,4.0,999.0,0.0,999.0,0.0,0.0,0,Refik Soyer (P),08/27-12/10,DUQUES 357, ,"In-depth coverage of stochastic models and their applications in business and industry; applications to marketing, call center modeling, finance, queuing systems, and operations."
1363,27839.0,DNSC,8397,10,1,3,Linear Optimization,M,03:30 pm-06:00 pm,10.0,5.0,5.0,999.0,0.0,999.0,0.0,0.0,0,Ahmad Jarrah (P),08/27-12/10,DUQUES 357, ,Current research and scholarly issues in management science.
1364,22452.0,DNSC,8998,10,IR1,3,Advanced Readings and Research, ,TBA,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Shivraj Kanungo (P),08/27-12/10,TBA, ,May be repeated for credit. Restricted to doctoral candidates preparing for the general examination.
1365,22605.0,DNSC,8999,10,IR1,1.000-12.000,Dissertation Research, ,TBA,15.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0,Shivraj Kanungo (P),08/27-12/10,TBA, ,May be repeated for credit. Restricted to doctoral candidates.
1366,27196.0,EALL,3814,80,1,3,Religion & Philosophy: E. Asia,MW,11:10 am-12:25 pm,30.0,9.0,21.0,0.0,0.0,0.0,30.0,28.0,2,Xiaofei Kang (P),08/27-12/10,SMTH 115,GWSB-Foreign Cultures Option and GenEd:Crit Analysis Humanities and CCAS:GlobalCrossCultural and ESIA-Humanities Courses,"General introduction to the religions and philosophical tradition of China, Japan, and Korea."
1367,27197.0,EALL,3831,80,1,3,Daoism in East Asia,MW,02:20 pm-03:35 pm,20.0,0.0,20.0,0.0,0.0,0.0,20.0,7.0,13,Xiaofei Kang (P),08/27-12/10,DHSE B207,GWSB-Foreign Cultures Option and ESIA-Asian Studies-Hist & Cult and ESIA-Humanities Courses,"Study of the early history of the formation and development of Daoism, its growth into an institutionalized religious organization in China, and its role in the religious and philosophical history of Japan and Korea. Same as REL 3831."
1368,22225.0,EALL,4197,10,IR1,1.000-3.000,Independent Study, ,TBA,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Shoko Hamano (P),08/27-12/10,TBA, ,Departmental approval is required to register.
1369,27198.0,EALL,6831,80,1,3,Daoism in East Asia,MW,02:20 pm-03:35 pm,20.0,2.0,18.0,0.0,0.0,0.0,20.0,7.0,13,Xiaofei Kang (P),08/27-12/10,DHSE B207, ,"General introduction to the Daoist (Taoist) Tradition in China and in East Asia. Students who take the course for graduate credit are assigned additional work. (Same as EALL 3831, REL 3831)."
137,21161.0,AMST,6930,10,IR1,3,Independent Study, ,TBA,99.0,1.0,98.0,0.0,0.0,0.0,0.0,0.0,0,Gayle Freda Wald (P),08/27-12/10,TBA, ,Permission of the instructor required prior to enrollment. Restricted to master's and doctoral candidates.
1370,27992.0,EAP,1010,10,1,3,Academic Communication,TR,03:45 pm-05:00 pm,12.0,13.0,-1.0,900.0,0.0,900.0,0.0,0.0,0,Megan M. Siczek (P),08/27-12/10,COR 207, ,"Develops international students' oral academic English skills to prepare them for success in U.S. higher educational settings. Focus on listening and note-taking, leading and participating in class discussions, managing a variety of authentic academic literacy tasks, and delivering presentations. Additional emphasis on developing multi-literacy through intercultural, multimedia, and visual communication. Restricted to international students."
1371,26617.0,EAP,1015,10,1,3,US Multicultural Perspectives,WF,11:10 am-12:25 pm,12.0,11.0,1.0,900.0,0.0,900.0,0.0,0.0,0,Joshua Martin Paiz (P),08/27-12/10,PHIL 217, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1372,21953.0,EAP,1015,11,1,3,US Multicultural Perspectives,MW,02:20 pm-03:35 pm,13.0,14.0,-1.0,900.0,0.0,900.0,0.0,0.0,0,Mary Constance Gelb (P),08/27-12/10,TOMP 208, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1373,22212.0,EAP,1015,12,1,3,US Multicultural Perspectives,TR,12:45 pm-02:00 pm,12.0,12.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Cara Fulton (P),08/27-12/10,PHIL 416, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1374,22526.0,EAP,1015,13,1,3,US Multicultural Perspectives,MW,12:45 pm-02:00 pm,12.0,12.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Jennifer L. Bertolet (P),08/27-12/10,BELL 309, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1375,23903.0,EAP,1015,14,1,3,US Multicultural Perspectives,TR,09:35 am-10:50 am,12.0,12.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Joshua Martin Paiz (P),08/27-12/10,PHIL 108, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1376,22948.0,EAP,1015,15,1,3,US Multicultural Perspectives,TR,03:45 pm-05:00 pm,12.0,12.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Cara Fulton (P),08/27-12/10,MON 353, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1377,23252.0,EAP,1015,16,1,3,US Multicultural Perspectives,WF,09:35 am-10:50 am,12.0,12.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Joshua Martin Paiz (P),08/27-12/10,PHIL 416, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1378,25310.0,EAP,1015,17,1,3,US Multicultural Perspectives,TR,11:10 am-12:25 pm,12.0,11.0,1.0,900.0,0.0,900.0,0.0,0.0,0,Joshua Martin Paiz (P),08/27-12/10,MPA 208, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
1379,25399.0,EAP,1015,18,1,3,US Multicultural Perspectives,TR,02:20 pm-03:35 pm,12.0,12.0,0.0,900.0,0.0,900.0,0.0,0.0,0,Cara Fulton (P),08/27-12/10,PHIL 217, ,"Designed to prepare international undergraduate students for university-level writing expectations. A structured academic writing course that explores the capital’s rich multicultural heritage. Focus on the development of academic literacy skills, drafting and revising, and research-based writing. Upon successful completion of EAP 1015, students take UW 1020."
138,21162.0,AMST,6998,10,IR1,3,Thesis Research, ,TBA,99.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0,Gayle Freda Wald (P),08/27-12/10,TBA, ,
1380,23232.0,EAP,6110,11,1,3,AcadWriting&Rsch/IntlGradStu I,WF,11:10 am-12:25 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Dmitri Stanchevici (P),08/27-12/10,SEH 7040, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1381,25805.0,EAP,6110,O10,O76,3,AcadWriting&Rsch/IntlGradStu I,TR,11:10 am-12:25 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Dmitri Stanchevici (P),08/27-12/10,1776 G C-113, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1382,25806.0,EAP,6110,O12,O76,3,AcadWriting&Rsch/IntlGradStu I,WF,12:45 pm-02:00 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Karissa Wojcik (P),08/27-12/10,1776 G 150, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1383,23365.0,EAP,6110,O13,O76,3,AcadWriting&Rsch/IntlGradStu I,TR,08:00 am-09:15 am,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Karissa Wojcik (P),08/27-12/10,1776 G 150, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1384,23366.0,EAP,6110,O14,O76,3,AcadWriting&Rsch/IntlGradStu I,MW,08:00 am-09:15 am,14.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0,Shelia LaVonn Green (P),08/27-12/10,1776 G C-101, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1385,23233.0,EAP,6110,O15,O76,3,AcadWriting&Rsch/IntlGradStu I,TR,09:35 am-10:50 am,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Dmitri Stanchevici (P),08/27-12/10,1776 G 150, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1386,21955.0,EAP,6110,O16,O76,3,AcadWriting&Rsch/IntlGradStu I,WF,09:35 am-10:50 am,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Dmitri Stanchevici (P),08/27-12/10,1776 G 150, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1387,26077.0,EAP,6110,O17,O76,3,AcadWriting&Rsch/IntlGradStu I,MW,02:20 pm-03:35 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Nasreen Abbas (P),08/27-12/10,1776 G C-101, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1388,26079.0,EAP,6110,O18,O76,3,AcadWriting&Rsch/IntlGradStu I,TR,02:20 pm-03:35 pm,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0,Nasreen Abbas (P),08/27-12/10,1776 G C-106, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
1389,26081.0,EAP,6110,O19,O76,3,AcadWriting&Rsch/IntlGradStu I,MW,12:45 pm-02:00 pm,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Nasreen Abbas (P),08/27-12/10,1776 G C-112, ,"Introduction to research-based academic writing for university-level graduate study; rhetorical awareness, working with academic sources, summary structure, the process of drafting and revising written work, grammatical accuracy, paraphrasing, source citation, and plagiarism prevention; academic skills development tasks target specific writing challenges faced by second language writers. Credit for this course does not apply toward any degree or certificate offered by GW."
139,21163.0,AMST,6999,10,IR1,3,Thesis Research, ,TBA,99.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0,Gayle Freda Wald (P),08/27-12/10,TBA, ,
1390,23235.0,EAP,6111,O09,O76,3,AcadWriting&Rsch/IntlGradStuII,MW,12:45 pm-02:00 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jennifer A Chang-Lo (P),08/27-12/10,1776 G C-113, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1391,26596.0,EAP,6111,O10,O76,3,AcadWriting&Rsch/IntlGradStuII,TR,11:10 am-12:25 pm,18.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0,Natalia Dolgova (P),08/27-12/10,1776 G C-101, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1392,22462.0,EAP,6111,O12,O76,3,AcadWriting&Rsch/IntlGradStuII,WF,09:35 am-10:50 am,14.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0,Judith Lesa Ferguson (P),08/27-12/10,1776 G C-112, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1393,26785.0,EAP,6111,O13,O76,3,AcadWriting&Rsch/IntlGradStuII,MW,12:45 pm-02:00 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Natalia Dolgova (P),08/27-12/10,1776 G C-118, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1394,26797.0,EAP,6111,O14,O76,3,AcadWriting&Rsch/IntlGradStuII,WF,02:20 pm-03:35 pm,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Judith Lesa Ferguson (P),08/27-12/10,1776 G 150, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1395,22925.0,EAP,6111,O15,O76,3,AcadWriting&Rsch/IntlGradStuII,TR,02:20 pm-03:35 pm,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Natalia Dolgova (P),08/27-12/10,1776 G C-113, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1396,22926.0,EAP,6111,O16,O76,3,AcadWriting&Rsch/IntlGradStuII,TR,09:35 am-10:50 am,14.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0,Jennifer A Chang-Lo (P),08/27-12/10,1776 G C-112, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1397,28500.0,EAP,6111,O17,O76,3,AcadWriting&Rsch/IntlGradStuII,TR,12:45 pm-02:00 pm,14.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0,Jeanne Marion Wolf (P),08/27-12/10,1776 G C-117, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1398,23253.0,EAP,6111,O18,O76,3,AcadWriting&Rsch/IntlGradStuII,MW,09:35 am-10:50 am,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Natalia Romanova (P),08/27-12/10,1776 G C-113, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1399,24564.0,EAP,6111,O20,O76,3,AcadWriting&Rsch/IntlGradStuII,TR,11:10 am-12:25 pm,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Jeanne Marion Wolf (P),08/27-12/10,1776 G C-112, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
14,20003.0,ACCY,2001,15,1,3,Intro to Financial Accounting,MW,03:45pm-05:00pm,40.0,40.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Hyun Jong Na(P),08/27-12/10,GELM 608,CCAS-Professiona,Fundamental concepts underlying financial statements and the informed use of accounting information; analysis and recording of business transactions; preparation and understanding of financial statements; measurement of the profitability and financial position of a business. Restricted to sophomores.
140,21164.0,AMST,8998,10,IR1,1.000-9.000,Advanced Reading and Research, ,TBA,99.0,4.0,95.0,0.0,0.0,0.0,0.0,0.0,0,Gayle Freda Wald (P),08/27-12/10,TBA, ,May be repeated for credit. Restricted to doctoral candidates preparing for the general examination.
1400,25127.0,EAP,6111,O21,O76,3,AcadWriting&Rsch/IntlGradStuII,TR,09:35 am-10:50 am,14.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0,Jeanne Marion Wolf (P),08/27-12/10,1776 G C-115, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1401,25308.0,EAP,6111,O22,O76,3,AcadWriting&Rsch/IntlGradStuII,WF,12:45 pm-02:00 pm,14.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0,Brandon Tullock (P),08/27-12/10,1776 G C-101, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1402,25309.0,EAP,6111,O23,O76,3,AcadWriting&Rsch/IntlGradStuII,MW,08:00 am-09:15 am,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Natalia Romanova (P),08/27-12/10,1776 G C-113, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1403,26085.0,EAP,6111,O24,O76,3,AcadWriting&Rsch/IntlGradStuII,M,02:20 pm-03:35 pm,14.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,Jennifer A Chang-Lo (P),08/27-12/10,1776 G C-118, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1404,23254.0,EAP,6111,O25,O76,3,AcadWriting&Rsch/IntlGradStuII,WF,11:10 am-12:25 pm,14.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,Judith Lesa Ferguson (P),08/27-12/10,1776 G C-112, ,"An academic writing and research course for international students who demonstrate high proficiency in English. Focus on research paper writing, reading and analysis of academic discourse, small-group work, and oral presentations on research. Credit for this course does not apply toward any degree or certificate offered by GW."
1405,21357.0,ECE,1010,10,1,1,Intro Electric/Cmputer Engr I,F,09:35 am-10:25 am,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Shahrokh Ahmadi (P),09/21-11/09,TOMP 303,CCAS - Professional,"Basic and emerging concepts in electrical and computer engineering; professional literature and resources; technical writing, speaking, and presentation skills. Practical experiments and projects. (Fall, Every Year)."
1406,22089.0,ECE,1010,30,1,0,Laboratory,F,10:40 am-12:15 pm,9.0,9.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Shahrokh Ahmadi (P),09/21-11/09,SEH 5040,CCAS - Professional,"Basic and emerging concepts in electrical and computer engineering; professional literature and resources; technical writing, speaking, and presentation skills. Practical experiments and projects. (Fall, Every Year)."
1407,24363.0,ECE,1010,31,1,0,Laboratory,F,12:35 pm-02:10 pm,9.0,9.0,0.0,999.0,0.0,999.0,0.0,0.0,0,Shahrokh Ahmadi (P),09/21-11/09,SEH 5040,CCAS - Professional,"Basic and emerging concepts in electrical and computer engineering; professional literature and resources; technical writing, speaking, and presentation skills. Practical experiments and projects. (Fall, Every Year)."
1408,23727.0,ECE,1125,10,1,3,Data Structures&Algorithms ECE,TR,03:45 pm-05:00 pm,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Anrieta Draganova (P),08/27-12/10,FNGR 209, ,"Fundamentals of algorithms and data structures for electrical and computer engineering; techniques to solve problems through programming in C/C++ languages, linked lists, stacks, queues and trees; searching methods such as binary trees, hashing, and multi-way trees; design and analysis of algorithms and their space and time complexity. Prerequisite: ECE 1120. (Fall, Every Year)."
